chain,pdb_id,rnagym_id,experiment
A,7mky,69b17aa9eda1,DMS_MaP
A,7mky,d816957b8539,DMS_MaP
A,7mky,13f2d2211170,DMS_MaP
A,7mky,0aa16a344245,DMS_MaP
A,7mky,4626a8f0939b,DMS_MaP
A,7mky,a3b50d7dc94d,DMS_MaP
A,7mky,20512c089ef1,DMS_MaP
A,7mky,b0001fc47c13,DMS_MaP
A,7mky,523edea58a7c,DMS_MaP
A,7mky,6192c3055fcb,DMS_MaP
A,7mky,c508258c8dec,DMS_MaP
A,7mky,651ad2a70e77,DMS_MaP
A,7mky,0db77274b9b3,DMS_MaP
A,7mky,f766bf6aec94,DMS_MaP
A,7mky,7e1f2f312263,DMS_MaP
A,7mky,a068325feef3,DMS_MaP
A,7mky,8fd54049f690,DMS_MaP
A,7mky,1750063f9ec3,DMS_MaP
A,7mky,75b70fedd1f9,DMS_MaP
A,7mky,261462e1e4ad,DMS_MaP
A,7mky,e0d73ad87142,DMS_MaP
A,7mky,38decf2e85d9,DMS_MaP
A,7mky,bcad5bf54f27,DMS_MaP
A,7mky,75ceffc8176b,DMS_MaP
A,7mky,f2d2115b1638,DMS_MaP
A,7mky,79640bfa9fe4,DMS_MaP
A,7mky,08e68e180986,DMS_MaP
A,7mky,62149fdc635e,DMS_MaP
A,7mky,4c4ff9243c85,DMS_MaP
A,7mky,51c6a3a5e4fe,DMS_MaP
A,7mky,20f9bf917e2c,DMS_MaP
A,7mky,2cac44966667,DMS_MaP
A,7mky,7c6d580917be,DMS_MaP
A,7mky,d430078d40c6,DMS_MaP
A,7mky,931bb10f87f5,DMS_MaP
A,7mky,c6a0bece7083,DMS_MaP
A,7mky,65b899ced61b,DMS_MaP
A,7mky,d03516a7e82e,DMS_MaP
A,7mky,7488fb9a856e,DMS_MaP
A,7mky,c502ec9db944,DMS_MaP
A,7mky,c290bb453bbb,DMS_MaP
A,7mky,57bcccefa395,DMS_MaP
A,7mky,d99caaf9c149,DMS_MaP
A,7mky,07d6bbef38a1,DMS_MaP
A,7mky,5f91935477dc,DMS_MaP
A,7mky,ac4c3889b595,DMS_MaP
A,7mky,bb9eee681b9f,DMS_MaP
A,7mky,950e03ad211f,DMS_MaP
A,7mky,582c36f03a94,DMS_MaP
A,7mky,450987dbc8d5,DMS_MaP
A,7mky,d15c54e3e86e,DMS_MaP
A,7mky,3f43a27f7081,DMS_MaP
A,7mky,3f4b4f53a262,DMS_MaP
A,7mky,0cc0bfa4c456,DMS_MaP
A,7mky,cd71caf9b5a8,DMS_MaP
A,7mky,a7d8b4f69844,DMS_MaP
A,7mky,cbcf880521e3,DMS_MaP
A,7mky,2b364ac04c97,DMS_MaP
A,7mky,c413ea3cba73,DMS_MaP
A,7mky,0a1b9e40b676,DMS_MaP
A,7mky,3be5e54f55f3,DMS_MaP
A,7mky,a200178e3dae,DMS_MaP
A,7mky,de7c7cd82a87,DMS_MaP
A,7mky,879664040804,DMS_MaP
A,7mky,165ddf085065,DMS_MaP
A,7mky,3f647eb9f07a,DMS_MaP
A,7mky,957948535414,DMS_MaP
A,7mky,bbdd795eb2c4,DMS_MaP
A,7mky,8b0f7ba786bc,DMS_MaP
A,7mky,22083d1b9f74,DMS_MaP
A,7mky,cacc7e5c7087,DMS_MaP
A,7mky,5c3d9acb008d,DMS_MaP
A,7mky,14f0d6a30ddc,DMS_MaP
A,7mky,2dc6ba8d01b6,DMS_MaP
A,7mky,9dfed8b0202f,DMS_MaP
A,7mky,8d682ba6377f,DMS_MaP
A,7mky,1b3d1bdc02c9,DMS_MaP
A,7mky,6bfc1ee3bd26,DMS_MaP
A,7mky,02fb643e3609,DMS_MaP
A,7mky,2f67f70223db,DMS_MaP
A,7mky,3081590090a2,DMS_MaP
A,7mky,a88a54620e68,DMS_MaP
A,7mky,d115158fc896,DMS_MaP
A,7mky,f0dae7b3c1ac,DMS_MaP
A,7mky,1dcab4a83692,DMS_MaP
A,7mky,6bcdd0f010f9,DMS_MaP
A,7mky,2317000e8670,DMS_MaP
A,7mky,178c35146d9a,DMS_MaP
A,7mky,036eb6b002ac,DMS_MaP
A,7mky,ee9aab454dcd,DMS_MaP
A,7mky,04cc7866acab,DMS_MaP
A,7mky,1f2df474a1c9,DMS_MaP
A,7mky,36c8139d9d61,DMS_MaP
A,7mky,21cdcc719e84,DMS_MaP
A,7mky,5302b158d299,DMS_MaP
A,7mky,d1ca4020ae2e,DMS_MaP
A,7mky,cbc0a792b923,DMS_MaP
A,7mky,e3d172e59c88,DMS_MaP
A,7mky,7076604a6cdb,DMS_MaP
A,7mky,7d6a60219243,DMS_MaP
A,7mky,4517daf330f4,DMS_MaP
A,7mky,c44fe2d24103,DMS_MaP
A,7mky,7323550305aa,DMS_MaP
A,7mky,529ee8436650,DMS_MaP
A,7mky,e977ec3b48cd,DMS_MaP
A,7mky,cc3b086d8b3e,DMS_MaP
A,7mky,94ff05fa5adf,DMS_MaP
A,7mky,456de9ecb854,DMS_MaP
A,7mky,f8651e533393,DMS_MaP
A,7mky,7fa63da425bb,DMS_MaP
A,7mky,ebf5efcc48d9,DMS_MaP
A,7mky,750c7de0ca76,DMS_MaP
A,7mky,2144bd480717,DMS_MaP
A,7mky,00d1a51ac800,DMS_MaP
A,7mky,57b001fe2e9b,DMS_MaP
A,7mky,55c64feb19ef,2A3_MaP
A,7mky,480a57bf51a8,2A3_MaP
A,7mky,23f5d92e8cb8,2A3_MaP
A,7mky,55c64feb19ef,DMS_MaP
A,7mky,6764035c4821,2A3_MaP
A,7mky,f81a1d7aa0de,2A3_MaP
A,7mky,49e7ddb13b9e,2A3_MaP
A,7mky,30eefb530ed1,2A3_MaP
A,7mky,471258c903fb,2A3_MaP
A,7mky,ce366a724db1,2A3_MaP
A,7mky,d4932725593d,2A3_MaP
A,7mky,c25770d34520,2A3_MaP
A,7mky,64d9702e068d,2A3_MaP
A,7mky,b518e8862b03,2A3_MaP
A,7mky,b2ef51189002,2A3_MaP
A,7mky,752d6ce76267,2A3_MaP
A,7mky,3b30c16c01a8,2A3_MaP
A,7mky,ceedc543e945,2A3_MaP
A,7mky,2396f70e7819,2A3_MaP
A,7mky,70f646eccd31,2A3_MaP
A,7mky,a29c48fec256,2A3_MaP
A,7mky,eca49d181ee3,2A3_MaP
A,7mky,3c6ba17ceb8b,2A3_MaP
A,7mky,01379df66e2c,2A3_MaP
A,7mky,78ff06ceef07,2A3_MaP
A,7mky,8b02c41afd40,2A3_MaP
A,7mky,d1d89ff3dcd9,2A3_MaP
A,7mky,5599b1bd00ca,2A3_MaP
A,7mky,85bdb75af91a,2A3_MaP
A,7mky,b7c3fd5bc741,2A3_MaP
A,7mky,8671d14d87d0,2A3_MaP
A,7mky,f97d290cc2db,2A3_MaP
A,7mky,355efea17272,2A3_MaP
A,7mky,9b62ee0c3733,2A3_MaP
A,7mky,25dd5bd3336b,2A3_MaP
A,7mky,ce2c57743440,2A3_MaP
A,7mky,91d7d16c3440,2A3_MaP
A,7mky,da828c6e9fbc,2A3_MaP
A,7mky,c3c2502a9fd7,2A3_MaP
A,7mky,88f2d5f62268,2A3_MaP
A,7mky,22c4ee49b467,2A3_MaP
A,7mky,a944858dafcb,2A3_MaP
A,7mky,a82460cffeb7,2A3_MaP
A,7mky,2d5f117a4035,2A3_MaP
A,7mky,564b8f58216e,2A3_MaP
A,7mky,d797a0e5d6cb,2A3_MaP
A,7mky,9eda3706b6f3,2A3_MaP
A,7mky,0e18c00ec9bb,2A3_MaP
A,7mky,d2cc6dd802b7,2A3_MaP
A,7mky,5665dd9a71bc,2A3_MaP
A,7mky,3741d4ac2816,2A3_MaP
A,7mky,078e9997f061,2A3_MaP
A,7mky,bfabc21d3c2b,2A3_MaP
A,7mky,01d84c3e3a67,2A3_MaP
A,7mky,5ecde4c40815,2A3_MaP
A,7mky,92491ac4e77a,2A3_MaP
A,7mky,5a1b96932094,2A3_MaP
A,7mky,28ccb1d31447,2A3_MaP
A,7mky,e5445399a1b4,2A3_MaP
A,7mky,4012d5afe215,2A3_MaP
A,7mky,0252e11c5caa,2A3_MaP
A,7mky,854ecb38f3ed,2A3_MaP
A,7mky,35325b5dc534,2A3_MaP
A,7mky,991dd974eb36,2A3_MaP
A,7mky,bc07bed81c73,2A3_MaP
A,7mky,c9d12b50d4b5,2A3_MaP
A,7mky,b9ccf3c37b53,2A3_MaP
A,7mky,acc82100597d,2A3_MaP
A,7mky,29a102ade52e,2A3_MaP
A,7mky,4478eb93457c,2A3_MaP
A,7mky,1e7d3d32d513,2A3_MaP
A,7mky,c90cbe2eff36,2A3_MaP
A,7mky,e36cfa42e5bb,2A3_MaP
A,7mky,c32e3f683c4b,2A3_MaP
A,7mky,080d676a7c32,2A3_MaP
A,7mky,aa60e379f209,2A3_MaP
A,7mky,852cdfd53022,2A3_MaP
A,7mky,f60025b3b37d,2A3_MaP
A,7mky,98bf3cd449df,2A3_MaP
A,7mky,c7d30e9a9f5b,2A3_MaP
A,7mky,b8a56b1d0197,2A3_MaP
A,7mky,3fde70c196a3,2A3_MaP
A,7mky,7dd6e086c148,2A3_MaP
A,7mky,b072f11e5a2d,2A3_MaP
A,7mky,6396fabccb99,2A3_MaP
A,7mky,cd6da855e0eb,2A3_MaP
A,7mky,8dea791967e2,2A3_MaP
A,7mky,49e7ddb13b9e,DMS_MaP
A,7mky,471258c903fb,DMS_MaP
A,7mky,d4932725593d,DMS_MaP
A,7mky,64d9702e068d,DMS_MaP
A,7mky,b2ef51189002,DMS_MaP
A,7mky,752d6ce76267,DMS_MaP
A,7mky,3b30c16c01a8,DMS_MaP
A,7mky,ceedc543e945,DMS_MaP
A,7mky,70f646eccd31,DMS_MaP
A,7mky,a29c48fec256,DMS_MaP
A,7mky,3c6ba17ceb8b,DMS_MaP
A,7mky,78ff06ceef07,DMS_MaP
A,7mky,85bdb75af91a,DMS_MaP
A,7mky,b7c3fd5bc741,DMS_MaP
A,7mky,8671d14d87d0,DMS_MaP
A,7mky,355efea17272,DMS_MaP
A,7mky,9b62ee0c3733,DMS_MaP
A,7mky,25dd5bd3336b,DMS_MaP
A,7mky,91d7d16c3440,DMS_MaP
A,7mky,da828c6e9fbc,DMS_MaP
A,7mky,c3c2502a9fd7,DMS_MaP
A,7mky,88f2d5f62268,DMS_MaP
A,7mky,a944858dafcb,DMS_MaP
A,7mky,a82460cffeb7,DMS_MaP
A,7mky,0e18c00ec9bb,DMS_MaP
A,7mky,078e9997f061,DMS_MaP
A,7mky,01d84c3e3a67,DMS_MaP
A,7mky,5ecde4c40815,DMS_MaP
A,7mky,92491ac4e77a,DMS_MaP
A,7mky,e5445399a1b4,DMS_MaP
A,7mky,0252e11c5caa,DMS_MaP
A,7mky,854ecb38f3ed,DMS_MaP
A,7mky,35325b5dc534,DMS_MaP
A,7mky,bc07bed81c73,DMS_MaP
A,7mky,c9d12b50d4b5,DMS_MaP
A,7mky,b9ccf3c37b53,DMS_MaP
A,7mky,acc82100597d,DMS_MaP
A,7mky,4478eb93457c,DMS_MaP
A,7mky,1e7d3d32d513,DMS_MaP
A,7mky,c90cbe2eff36,DMS_MaP
A,7mky,c32e3f683c4b,DMS_MaP
A,7mky,080d676a7c32,DMS_MaP
A,7mky,aa60e379f209,DMS_MaP
A,7mky,852cdfd53022,DMS_MaP
A,7mky,98bf3cd449df,DMS_MaP
A,7mky,c7d30e9a9f5b,DMS_MaP
A,7mky,b072f11e5a2d,DMS_MaP
A,7mky,6396fabccb99,DMS_MaP
A,7mky,cd6da855e0eb,DMS_MaP
A,7mky,8dea791967e2,DMS_MaP
A,7mky,822c1da71fbb,2A3_MaP
A,7mky,fbff6af4c03b,2A3_MaP
A,7mky,1ed278d832ca,2A3_MaP
A,7mky,fcb27f94fc71,2A3_MaP
A,7mky,d73409924cc4,2A3_MaP
A,7mky,1e8dc240fe27,2A3_MaP
A,7mky,d966ee35db14,2A3_MaP
A,7mky,a333beb87f6c,2A3_MaP
A,7mky,5f2a358a6570,2A3_MaP
A,7mky,6970a92368de,2A3_MaP
A,7mky,a5ffcf7f2df3,2A3_MaP
A,7mky,cd7bdf7944ec,2A3_MaP
A,7mky,5fb1e6384e63,2A3_MaP
A,7mky,97b20c93afd8,2A3_MaP
A,7mky,1dc9b3c97ef2,2A3_MaP
A,7mky,822c1da71fbb,DMS_MaP
A,7mky,fbff6af4c03b,DMS_MaP
A,7mky,1ed278d832ca,DMS_MaP
A,7mky,fcb27f94fc71,DMS_MaP
A,7mky,d73409924cc4,DMS_MaP
A,7mky,1e8dc240fe27,DMS_MaP
A,7mky,d966ee35db14,DMS_MaP
A,7mky,a333beb87f6c,DMS_MaP
A,7mky,5f2a358a6570,DMS_MaP
A,7mky,6970a92368de,DMS_MaP
A,7mky,a5ffcf7f2df3,DMS_MaP
A,7mky,cd7bdf7944ec,DMS_MaP
A,7mky,97b20c93afd8,DMS_MaP
A,7mky,1dc9b3c97ef2,DMS_MaP
E,1e8o,e69f53b3a60c,2A3_MaP
E,1e8o,591d001ba72b,2A3_MaP
E,1e8o,a6de8444812a,2A3_MaP
E,1e8o,1066764b4ae8,2A3_MaP
E,1e8o,27438841b5d1,2A3_MaP
E,1e8o,5d4c9b1ce5c6,2A3_MaP
E,1e8o,db639a13ea66,2A3_MaP
E,1e8o,17c65dd0db1f,2A3_MaP
E,1e8o,2ad802e9203f,2A3_MaP
E,1e8o,85a5eb6cee00,2A3_MaP
E,1e8o,cc5a136cb2c7,2A3_MaP
E,1e8o,96332260520e,2A3_MaP
E,1e8o,14ae7058c339,2A3_MaP
E,1e8o,0b5424521869,2A3_MaP
E,1e8o,10b8fc05e5dc,2A3_MaP
E,1e8o,3b8ba62fc813,2A3_MaP
E,1e8o,8032356878e9,2A3_MaP
E,1e8o,ebca4ef8208f,2A3_MaP
E,1e8o,0453eea11d44,2A3_MaP
E,1e8o,d2431d877619,2A3_MaP
E,1e8o,3719dda52d15,2A3_MaP
E,1e8o,20d45feeef60,2A3_MaP
E,1e8o,fcdd6a6ee202,2A3_MaP
E,1e8o,51d8d0da4ed3,2A3_MaP
E,1e8o,9a522d86a260,2A3_MaP
E,1e8o,4ad29a641387,2A3_MaP
E,1e8o,1db0daa7ea10,2A3_MaP
E,1e8o,16fa7e5dad05,DMS_MaP
E,1e8o,e69f53b3a60c,DMS_MaP
E,1e8o,591d001ba72b,DMS_MaP
E,1e8o,a6de8444812a,DMS_MaP
E,1e8o,1066764b4ae8,DMS_MaP
E,1e8o,27438841b5d1,DMS_MaP
E,1e8o,9494b93e22f7,DMS_MaP
E,1e8o,db639a13ea66,DMS_MaP
E,1e8o,17c65dd0db1f,DMS_MaP
E,1e8o,ae82fdf3b2ef,DMS_MaP
E,1e8o,2ad802e9203f,DMS_MaP
E,1e8o,85a5eb6cee00,DMS_MaP
E,1e8o,cc5a136cb2c7,DMS_MaP
E,1e8o,96332260520e,DMS_MaP
E,1e8o,803eab13bcb0,DMS_MaP
E,1e8o,f2cb896ff43d,DMS_MaP
E,1e8o,14ae7058c339,DMS_MaP
E,1e8o,0b5424521869,DMS_MaP
E,1e8o,75e21ccfdb0a,DMS_MaP
E,1e8o,10b8fc05e5dc,DMS_MaP
E,1e8o,9be525e7aca2,DMS_MaP
E,1e8o,3b8ba62fc813,DMS_MaP
E,1e8o,564143c8da90,DMS_MaP
E,1e8o,7d1d5d829d68,DMS_MaP
E,1e8o,2a2286b43ef9,DMS_MaP
E,1e8o,8032356878e9,DMS_MaP
E,1e8o,02086610d0b4,DMS_MaP
E,1e8o,ebca4ef8208f,DMS_MaP
E,1e8o,06b4b41fe99e,DMS_MaP
E,1e8o,82b52198a6e5,DMS_MaP
E,1e8o,471e9f07d585,DMS_MaP
E,1e8o,88bf32ca9798,DMS_MaP
E,1e8o,061723911bb5,DMS_MaP
E,1e8o,0453eea11d44,DMS_MaP
E,1e8o,76fc336e90fe,DMS_MaP
E,1e8o,d2431d877619,DMS_MaP
E,1e8o,3719dda52d15,DMS_MaP
E,1e8o,20d45feeef60,DMS_MaP
E,1e8o,fcdd6a6ee202,DMS_MaP
E,1e8o,9111816d8cac,DMS_MaP
E,1e8o,bf975b2ff94c,DMS_MaP
E,1e8o,51d8d0da4ed3,DMS_MaP
E,1e8o,071a096d018e,DMS_MaP
E,1e8o,9a522d86a260,DMS_MaP
E,1e8o,4ad29a641387,DMS_MaP
E,1e8o,1db0daa7ea10,DMS_MaP
E,1e8o,42de5a3ef123,DMS_MaP
E,1e8o,25b17d7a45d7,DMS_MaP
E,1e8o,388241f92a5d,2A3_MaP
E,1e8o,388241f92a5d,DMS_MaP
E,1e8o,e3b794237e3e,2A3_MaP
E,1e8o,174e909c9218,2A3_MaP
E,1e8o,e3b794237e3e,DMS_MaP
E,1e8o,174e909c9218,DMS_MaP
E,1e8o,fbec9341be71,DMS_MaP
E,1e8o,8256fb684b40,2A3_MaP
E,1e8o,bd1889ec67fe,2A3_MaP
E,1e8o,7568be1562e7,2A3_MaP
E,1e8o,9b9e103286ea,2A3_MaP
E,1e8o,ef0291d882b2,2A3_MaP
E,1e8o,b556a21742ab,2A3_MaP
E,1e8o,61509bc2f9e9,2A3_MaP
E,1e8o,7d5db051d070,2A3_MaP
E,1e8o,42831d697d2a,2A3_MaP
E,1e8o,637a655ca4c9,2A3_MaP
E,1e8o,ec40657c8855,2A3_MaP
E,1e8o,6a86a77460c2,2A3_MaP
E,1e8o,8d5deb3b2b98,2A3_MaP
E,1e8o,743b99a92413,2A3_MaP
E,1e8o,1aad0e854960,2A3_MaP
E,1e8o,cb87b527ee7e,2A3_MaP
E,1e8o,34020cbc05cb,2A3_MaP
E,1e8o,0c252c584b00,2A3_MaP
E,1e8o,8b0c50ba21d2,2A3_MaP
E,1e8o,0af049665d80,2A3_MaP
E,1e8o,0256816629ba,2A3_MaP
E,1e8o,d8b4319103d8,2A3_MaP
E,1e8o,2ffe7dd1997d,2A3_MaP
E,1e8o,00823bf54be4,2A3_MaP
E,1e8o,467b1c58a157,2A3_MaP
E,1e8o,06d18e6495bf,2A3_MaP
E,1e8o,9eaff9e79df6,2A3_MaP
E,1e8o,08dea036aef6,2A3_MaP
E,1e8o,8256fb684b40,DMS_MaP
E,1e8o,bd1889ec67fe,DMS_MaP
E,1e8o,7568be1562e7,DMS_MaP
E,1e8o,9b9e103286ea,DMS_MaP
E,1e8o,ef0291d882b2,DMS_MaP
E,1e8o,b556a21742ab,DMS_MaP
E,1e8o,61509bc2f9e9,DMS_MaP
E,1e8o,7d5db051d070,DMS_MaP
E,1e8o,4386f81ae7ca,DMS_MaP
E,1e8o,42831d697d2a,DMS_MaP
E,1e8o,637a655ca4c9,DMS_MaP
E,1e8o,ec40657c8855,DMS_MaP
E,1e8o,6a86a77460c2,DMS_MaP
E,1e8o,8d5deb3b2b98,DMS_MaP
E,1e8o,743b99a92413,DMS_MaP
E,1e8o,1aad0e854960,DMS_MaP
E,1e8o,cb87b527ee7e,DMS_MaP
E,1e8o,34020cbc05cb,DMS_MaP
E,1e8o,0c252c584b00,DMS_MaP
E,1e8o,8b0c50ba21d2,DMS_MaP
E,1e8o,de83e51fca9c,DMS_MaP
E,1e8o,0af049665d80,DMS_MaP
E,1e8o,f9311149571a,DMS_MaP
E,1e8o,0256816629ba,DMS_MaP
E,1e8o,d8b4319103d8,DMS_MaP
E,1e8o,2ffe7dd1997d,DMS_MaP
E,1e8o,00823bf54be4,DMS_MaP
E,1e8o,467b1c58a157,DMS_MaP
E,1e8o,06d18e6495bf,DMS_MaP
E,1e8o,5db6aae67871,DMS_MaP
E,1e8o,9eaff9e79df6,DMS_MaP
E,1e8o,08dea036aef6,DMS_MaP
E,1e8o,a1de167cd681,2A3_MaP
E,1e8o,aef358ae2819,2A3_MaP
E,1e8o,8cc1b45aab74,2A3_MaP
E,1e8o,c9c580b66b3c,2A3_MaP
E,1e8o,aef358ae2819,DMS_MaP
E,1e8o,5ad8bb4d0116,DMS_MaP
E,1e8o,8cc1b45aab74,DMS_MaP
E,1e8o,3399a90c5e06,DMS_MaP
E,1e8o,620bba5aa66e,2A3_MaP
E,1e8o,620bba5aa66e,DMS_MaP
C,5ns3,3788b02fbd85,2A3_MaP
C,5ns3,93f123ec6ab7,2A3_MaP
C,5ns3,2065ad831619,2A3_MaP
C,5ns3,4c2858b764f6,2A3_MaP
C,5ns3,aee4739377c1,2A3_MaP
C,5ns3,2d049d3530a6,2A3_MaP
C,5ns3,901ffc55a456,2A3_MaP
C,5ns3,83855aed923a,2A3_MaP
C,5ns3,dcdc9c33718c,2A3_MaP
C,5ns3,55ec09ae671a,2A3_MaP
C,5ns3,427c1cc84ee9,2A3_MaP
C,5ns3,9a24c50db49a,2A3_MaP
C,5ns3,cc817453d5c0,2A3_MaP
C,5ns3,864377207484,2A3_MaP
C,5ns3,f4878a264986,2A3_MaP
C,5ns3,fe257c6095ff,2A3_MaP
C,5ns3,c986c05abdb7,2A3_MaP
C,5ns3,23128ec17a1e,2A3_MaP
C,5ns3,d01da5133520,2A3_MaP
C,5ns3,6d372f709b30,2A3_MaP
C,5ns3,6e8ea999169d,2A3_MaP
C,5ns3,890edf7f3413,2A3_MaP
C,5ns3,830b93844256,2A3_MaP
C,5ns3,c974b0964b0b,2A3_MaP
C,5ns3,c466c5628a87,2A3_MaP
C,5ns3,84b5d4275ce5,2A3_MaP
C,5ns3,158bb85a9a54,2A3_MaP
C,5ns3,e862b6cb4f64,2A3_MaP
C,5ns3,286ae27b25cb,2A3_MaP
C,5ns3,c41a303fac3d,2A3_MaP
C,5ns3,3788b02fbd85,DMS_MaP
C,5ns3,93f123ec6ab7,DMS_MaP
C,5ns3,2065ad831619,DMS_MaP
C,5ns3,4c2858b764f6,DMS_MaP
C,5ns3,aee4739377c1,DMS_MaP
C,5ns3,2d049d3530a6,DMS_MaP
C,5ns3,901ffc55a456,DMS_MaP
C,5ns3,83855aed923a,DMS_MaP
C,5ns3,dcdc9c33718c,DMS_MaP
C,5ns3,55ec09ae671a,DMS_MaP
C,5ns3,427c1cc84ee9,DMS_MaP
C,5ns3,9a24c50db49a,DMS_MaP
C,5ns3,cc817453d5c0,DMS_MaP
C,5ns3,864377207484,DMS_MaP
C,5ns3,f4878a264986,DMS_MaP
C,5ns3,fe257c6095ff,DMS_MaP
C,5ns3,c986c05abdb7,DMS_MaP
C,5ns3,23128ec17a1e,DMS_MaP
C,5ns3,d01da5133520,DMS_MaP
C,5ns3,6d372f709b30,DMS_MaP
C,5ns3,6e8ea999169d,DMS_MaP
C,5ns3,890edf7f3413,DMS_MaP
C,5ns3,830b93844256,DMS_MaP
C,5ns3,c974b0964b0b,DMS_MaP
C,5ns3,c466c5628a87,DMS_MaP
C,5ns3,84b5d4275ce5,DMS_MaP
C,5ns3,158bb85a9a54,DMS_MaP
C,5ns3,e862b6cb4f64,DMS_MaP
C,5ns3,286ae27b25cb,DMS_MaP
C,5ns3,c41a303fac3d,DMS_MaP
C,5ns3,53f1b3f8736c,2A3_MaP
C,5ns3,2655c427e932,2A3_MaP
C,5ns3,d8565284f156,2A3_MaP
C,5ns3,94bc0e2f6348,2A3_MaP
C,5ns3,a005751a1f79,2A3_MaP
C,5ns3,bf893c8eb034,2A3_MaP
C,5ns3,f2d4663ea58e,2A3_MaP
C,5ns3,cc20c8a039c6,2A3_MaP
C,5ns3,a610266b8aff,2A3_MaP
C,5ns3,7b0682e4dacd,2A3_MaP
C,5ns3,ac1ec7eb1084,2A3_MaP
C,5ns3,81607ee360b3,2A3_MaP
C,5ns3,2aa2a1c76efa,2A3_MaP
C,5ns3,addeac310a42,2A3_MaP
C,5ns3,265808f34479,2A3_MaP
C,5ns3,c70f3925ce7f,2A3_MaP
C,5ns3,97c53c38b67e,2A3_MaP
C,5ns3,7db9cf3f110c,2A3_MaP
C,5ns3,fd6487f26adb,2A3_MaP
C,5ns3,9134ba1a9a3e,2A3_MaP
C,5ns3,8edbdc572dd2,2A3_MaP
C,5ns3,b9a66ad6d451,2A3_MaP
C,5ns3,20af8b845b06,2A3_MaP
C,5ns3,a934fe42ebc3,2A3_MaP
C,5ns3,1bb6183e825f,2A3_MaP
C,5ns3,612d37ac805e,2A3_MaP
C,5ns3,fe163ebe90d9,2A3_MaP
C,5ns3,7502d4e2d766,2A3_MaP
C,5ns3,a8b755a12f2a,2A3_MaP
C,5ns3,be6742aeefe1,2A3_MaP
C,5ns3,690018088a56,2A3_MaP
C,5ns3,1c2fe91af441,2A3_MaP
C,5ns3,53f1b3f8736c,DMS_MaP
C,5ns3,2655c427e932,DMS_MaP
C,5ns3,d8565284f156,DMS_MaP
C,5ns3,94bc0e2f6348,DMS_MaP
C,5ns3,a005751a1f79,DMS_MaP
C,5ns3,bf893c8eb034,DMS_MaP
C,5ns3,f2d4663ea58e,DMS_MaP
C,5ns3,cc20c8a039c6,DMS_MaP
C,5ns3,a610266b8aff,DMS_MaP
C,5ns3,7b0682e4dacd,DMS_MaP
C,5ns3,ac1ec7eb1084,DMS_MaP
C,5ns3,81607ee360b3,DMS_MaP
C,5ns3,2aa2a1c76efa,DMS_MaP
C,5ns3,addeac310a42,DMS_MaP
C,5ns3,265808f34479,DMS_MaP
C,5ns3,c70f3925ce7f,DMS_MaP
C,5ns3,97c53c38b67e,DMS_MaP
C,5ns3,7db9cf3f110c,DMS_MaP
C,5ns3,fd6487f26adb,DMS_MaP
C,5ns3,9134ba1a9a3e,DMS_MaP
C,5ns3,8edbdc572dd2,DMS_MaP
C,5ns3,b9a66ad6d451,DMS_MaP
C,5ns3,20af8b845b06,DMS_MaP
C,5ns3,a934fe42ebc3,DMS_MaP
C,5ns3,1bb6183e825f,DMS_MaP
C,5ns3,612d37ac805e,DMS_MaP
C,5ns3,fe163ebe90d9,DMS_MaP
C,5ns3,7502d4e2d766,DMS_MaP
C,5ns3,a8b755a12f2a,DMS_MaP
C,5ns3,be6742aeefe1,DMS_MaP
C,5ns3,690018088a56,DMS_MaP
C,5ns3,1c2fe91af441,DMS_MaP
B,7d8o,3f2a90e414fb,2A3_MaP
B,7d8o,f168f1be605a,2A3_MaP
B,7d8o,1ef84d09258b,2A3_MaP
B,7d8o,008e24694ce6,2A3_MaP
B,7d8o,258280ba8ff3,2A3_MaP
B,7d8o,100c4078525d,2A3_MaP
B,7d8o,0d1967238f3a,2A3_MaP
B,7d8o,f228beda990e,2A3_MaP
B,7d8o,0e4ec31176d5,2A3_MaP
B,7d8o,dfdecae7e81a,2A3_MaP
B,7d8o,8380d5550951,2A3_MaP
B,7d8o,ebb2cd1542e7,2A3_MaP
B,7d8o,c37abb43b1f2,2A3_MaP
B,7d8o,1e1267399f99,2A3_MaP
B,7d8o,4bd954e31cf8,2A3_MaP
B,7d8o,d4857132b70c,2A3_MaP
B,7d8o,a7a50e3404d0,2A3_MaP
B,7d8o,c8c1e8816193,2A3_MaP
B,7d8o,0f41c55eb4be,2A3_MaP
B,7d8o,8f731e125e5f,2A3_MaP
B,7d8o,7c58e664c99d,2A3_MaP
B,7d8o,dadabc581143,2A3_MaP
B,7d8o,6e6a875f4ccc,2A3_MaP
B,7d8o,d02d2faac149,2A3_MaP
B,7d8o,c234d5435b0d,2A3_MaP
B,7d8o,605cf211b268,2A3_MaP
B,7d8o,7f6976a0a5a3,2A3_MaP
B,7d8o,c84c8c02d9d3,2A3_MaP
B,7d8o,a2e42442ebf7,2A3_MaP
B,7d8o,61ce70c6752e,2A3_MaP
B,7d8o,0b226237f924,2A3_MaP
B,7d8o,12e2d704d372,2A3_MaP
B,7d8o,f1b4bc8532a2,2A3_MaP
B,7d8o,d98e0800a751,2A3_MaP
B,7d8o,44df3d055f29,2A3_MaP
B,7d8o,768104f1c381,2A3_MaP
B,7d8o,234492bbfd34,2A3_MaP
B,7d8o,a264fe5e8cd4,2A3_MaP
